Description	
Number of Runs	750
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	840
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
572	840	19	1	04/27/26 01:04:43 PM	
573	840	21	1	04/27/26 01:04:44 PM	
574	840	28	1	04/27/26 01:04:45 PM	
575	840	20	1	04/27/26 01:04:46 PM	
576	840	20	1	04/27/26 01:04:47 PM	
577	840	26	1	04/27/26 01:04:49 PM	
578	840	24	1	04/27/26 01:04:50 PM	
579	840	29	1	04/27/26 01:04:51 PM	
580	840	37	1	04/27/26 01:04:52 PM	
581	840	22	1	04/27/26 01:04:53 PM	
582	840	23	1	04/27/26 01:04:54 PM	
583	840	33	1	04/27/26 01:04:56 PM	
584	840	18	1	04/27/26 01:04:57 PM	
585	840	14	1	04/27/26 01:04:58 PM	
586	840	16	1	04/27/26 01:04:59 PM	
587	840	26	1	04/27/26 01:05:00 PM	
588	840	30	1	04/27/26 01:05:02 PM	
589	840	21	1	04/27/26 01:05:03 PM	
590	840	20	1	04/27/26 01:05:04 PM	
591	840	12	1	04/27/26 01:05:05 PM	
592	840	15	1	04/27/26 01:05:06 PM	
593	840	21	1	04/27/26 01:05:07 PM	
594	840	29	1	04/27/26 01:05:09 PM	
595	840	26	1	04/27/26 01:05:10 PM	
596	840	14	1	04/27/26 01:05:11 PM	
597	840	24	1	04/27/26 01:05:12 PM	
598	840	26	1	04/27/26 01:05:13 PM	
599	840	24	1	04/27/26 01:05:15 PM	
600	840	19	1	04/27/26 01:05:16 PM	
601	840	21	1	04/27/26 01:05:17 PM	
602	840	28	1	04/27/26 01:05:18 PM	
603	840	32	1	04/27/26 01:05:19 PM	
604	840	21	1	04/27/26 01:05:20 PM	
605	840	22	1	04/27/26 01:05:22 PM	
606	840	28	1	04/27/26 01:05:23 PM	
607	840	17	1	04/27/26 01:05:24 PM	
608	840	27	1	04/27/26 01:05:25 PM	
609	840	21	1	04/27/26 01:05:26 PM	
610	840	21	1	04/27/26 01:05:28 PM	
611	840	30	1	04/27/26 01:05:29 PM	
612	840	24	1	04/27/26 01:05:30 PM	
613	840	26	1	04/27/26 01:05:31 PM	
614	840	27	1	04/27/26 01:05:32 PM	
615	840	17	1	04/27/26 01:05:34 PM	
616	840	20	1	04/27/26 01:05:35 PM	
617	840	15	1	04/27/26 01:05:36 PM	
618	840	20	1	04/27/26 01:05:37 PM	
619	840	22	1	04/27/26 01:05:38 PM	
620	840	29	1	04/27/26 01:05:40 PM	
621	840	19	1	04/27/26 01:05:41 PM	
622	840	33	1	04/27/26 01:05:42 PM	
623	840	22	1	04/27/26 01:05:43 PM	
624	840	21	1	04/27/26 01:05:44 PM	
625	840	33	1	04/27/26 01:05:45 PM	
626	840	22	1	04/27/26 01:05:47 PM	
627	840	23	1	04/27/26 01:05:48 PM	
628	840	24	1	04/27/26 01:05:49 PM	
629	840	27	1	04/27/26 01:05:50 PM	
630	840	26	1	04/27/26 01:05:51 PM	
631	840	24	1	04/27/26 01:05:53 PM	
632	840	33	1	04/27/26 01:05:54 PM	
633	840	26	1	04/27/26 01:05:55 PM	
634	840	27	1	04/27/26 01:05:56 PM	
635	840	30	1	04/27/26 01:05:57 PM	
636	840	21	1	04/27/26 01:05:59 PM	
637	840	20	1	04/27/26 01:06:00 PM	
638	840	31	1	04/27/26 01:06:01 PM	
639	840	24	1	04/27/26 01:06:02 PM	
640	840	32	1	04/27/26 01:06:03 PM	
641	840	21	1	04/27/26 01:06:05 PM	
642	840	17	1	04/27/26 01:06:06 PM	
643	840	31	1	04/27/26 01:06:07 PM	
644	840	24	1	04/27/26 01:06:08 PM	
645	840	32	1	04/27/26 01:06:09 PM	
646	840	21	1	04/27/26 01:06:11 PM	
647	840	29	1	04/27/26 01:06:12 PM	
648	840	33	1	04/27/26 01:06:13 PM	
649	840	24	1	04/27/26 01:06:14 PM	
650	840	23	1	04/27/26 01:06:15 PM	
651	840	21	1	04/27/26 01:06:17 PM	
652	840	31	1	04/27/26 01:06:18 PM	
653	840	26	1	04/27/26 01:06:19 PM	
654	840	20	1	04/27/26 01:06:20 PM	
655	840	34	1	04/27/26 01:06:21 PM	
656	840	27	1	04/27/26 01:06:22 PM	
657	840	20	1	04/27/26 01:06:24 PM	
658	840	24	1	04/27/26 01:06:25 PM	
659	840	22	1	04/27/26 01:06:26 PM	
660	840	18	1	04/27/26 01:06:27 PM	
661	840	25	1	04/27/26 01:06:28 PM	
662	840	36	1	04/27/26 01:06:30 PM	
663	840	25	1	04/27/26 01:06:31 PM	
664	840	20	1	04/27/26 01:06:32 PM	
665	840	25	1	04/27/26 01:06:33 PM	
666	840	23	1	04/27/26 01:06:34 PM	
667	840	24	1	04/27/26 01:06:36 PM	
668	840	27	1	04/27/26 01:06:37 PM	
669	840	21	1	04/27/26 01:06:38 PM	
670	840	21	1	04/27/26 01:06:39 PM	
671	840	20	1	04/27/26 01:06:40 PM	
672	840	29	1	04/27/26 01:06:42 PM	
673	840	22	1	04/27/26 01:06:43 PM	
674	840	28	1	04/27/26 01:06:44 PM	
675	840	23	1	04/27/26 01:06:45 PM	
676	840	20	1	04/27/26 01:06:46 PM	
677	840	22	1	04/27/26 01:06:48 PM	
678	840	31	1	04/27/26 01:06:49 PM	
679	840	11	1	04/27/26 01:06:50 PM	
680	840	27	1	04/27/26 01:06:51 PM	
681	840	28	1	04/27/26 01:06:52 PM	
682	840	22	1	04/27/26 01:06:54 PM	
683	840	25	1	04/27/26 01:06:55 PM	
684	840	29	1	04/27/26 01:06:56 PM	
685	840	34	1	04/27/26 01:06:57 PM	
686	840	29	1	04/27/26 01:06:58 PM	
687	840	21	1	04/27/26 01:06:59 PM	
688	840	29	1	04/27/26 01:07:01 PM	
689	840	30	1	04/27/26 01:07:02 PM	
690	840	22	1	04/27/26 01:07:03 PM	
691	840	29	1	04/27/26 01:07:04 PM	
692	840	32	1	04/27/26 01:07:05 PM	
693	840	22	1	04/27/26 01:07:07 PM	
694	840	29	1	04/27/26 01:07:08 PM	
695	840	30	1	04/27/26 01:07:09 PM	
696	840	26	1	04/27/26 01:07:10 PM	
697	840	29	1	04/27/26 01:07:11 PM	
698	840	24	1	04/27/26 01:07:13 PM	
699	840	18	1	04/27/26 01:07:14 PM	
700	840	26	1	04/27/26 01:07:15 PM	
701	840	27	1	04/27/26 01:07:16 PM	
702	840	26	1	04/27/26 01:07:17 PM	
703	840	33	1	04/27/26 01:07:19 PM	
704	840	30	1	04/27/26 01:07:20 PM	
705	840	29	1	04/27/26 01:07:21 PM	
706	840	23	1	04/27/26 01:07:22 PM	
707	840	30	1	04/27/26 01:07:23 PM	
708	840	20	1	04/27/26 01:07:25 PM	
709	840	21	1	04/27/26 01:07:26 PM	
710	840	23	1	04/27/26 01:07:27 PM	
711	840	26	1	04/27/26 01:07:28 PM	
712	840	28	1	04/27/26 01:07:29 PM	
713	840	20	1	04/27/26 01:07:31 PM	
714	840	31	1	04/27/26 01:07:32 PM	
715	840	18	1	04/27/26 01:07:33 PM	
716	840	22	1	04/27/26 01:07:34 PM	
717	840	22	1	04/27/26 01:07:35 PM	
718	840	23	1	04/27/26 01:07:37 PM	
719	840	27	1	04/27/26 01:07:38 PM	
720	840	29	1	04/27/26 01:07:39 PM	
721	840	15	1	04/27/26 01:07:40 PM	
722	840	34	1	04/27/26 01:07:41 PM	
723	840	25	1	04/27/26 01:07:43 PM	
724	840	26	1	04/27/26 01:07:44 PM	
725	840	25	1	04/27/26 01:07:45 PM	
726	840	26	1	04/27/26 01:07:46 PM	
727	840	28	1	04/27/26 01:07:47 PM	
728	840	29	1	04/27/26 01:07:48 PM	
729	840	33	1	04/27/26 01:07:50 PM	
730	840	19	1	04/27/26 01:07:51 PM	
731	840	26	1	04/27/26 01:07:52 PM	
732	840	26	1	04/27/26 01:07:53 PM	
733	840	27	1	04/27/26 01:07:54 PM	
734	840	21	1	04/27/26 01:07:56 PM	
735	840	29	1	04/27/26 01:07:57 PM	
736	840	18	1	04/27/26 01:07:58 PM	
737	840	34	1	04/27/26 01:07:59 PM	
738	840	20	1	04/27/26 01:08:00 PM	
739	840	28	1	04/27/26 01:08:02 PM	
740	840	22	1	04/27/26 01:08:03 PM	
741	840	27	1	04/27/26 01:08:04 PM	
742	840	26	1	04/27/26 01:08:05 PM	
743	840	33	1	04/27/26 01:08:06 PM	
744	840	25	1	04/27/26 01:08:08 PM	
745	840	21	1	04/27/26 01:08:09 PM	
746	840	34	1	04/27/26 01:08:10 PM	
747	840	22	1	04/27/26 01:08:11 PM	
748	840	28	1	04/27/26 01:08:12 PM	
749	840	23	1	04/27/26 01:08:14 PM	
750	840	28	1	04/27/26 01:08:15 PM	
